I
1100 Generated by WorldEditor 1.6.1r1

1     14 1 0 NTGD Apataki
1302 city Aruthua
1302 country French Polynesia
1302 datum_lat -15.573611111
1302 datum_lon -146.415
1302 faa_code 
1302 iata_code APK
1302 icao_code NTGD
1302 region_code NT
1302 state Tuamotu Islands
1302 transition_alt 3000
1302 transition_level 
100 18.00 2 0 0.00 0 0 1 12 -15.57269872 -146.41610246   20    0 2 0 0 0 30 -15.57803886 -146.41015755   20    0 2 0 0 0
110 2 0.00 133.0000 New Taxiway 3
111 -15.57366717 -146.41489923
111 -15.57363163 -146.41491764
111 -15.57359323 -146.41491566
111 -15.57356172 -146.41489435
111 -15.57347862 -146.41482182
111 -15.57310157 -146.41447136
111 -15.57307777 -146.41442635
111 -15.57307173 -146.41437677
111 -15.57309718 -146.41427148
111 -15.57312111 -146.41416571
111 -15.57309124 -146.41401294
111 -15.57305136 -146.41398140
111 -15.57279763 -146.41402861
111 -15.57272298 -146.41411737
111 -15.57265643 -146.41419699
111 -15.57263174 -146.41422656
111 -15.57261283 -146.41425083
111 -15.57276551 -146.41439638
111 -15.57278337 -146.41437606
111 -15.57281258 -146.41436057
111 -15.57284722 -146.41436178
111 -15.57287913 -146.41438124
111 -15.57347265 -146.41494437
111 -15.57350551 -146.41497888
111 -15.57352148 -146.41502204
113 -15.57350724 -146.41507751
110 2 0.00 133.0000 New Taxiway 2
111 -15.57797906 -146.41010033
111 -15.57794265 -146.41006739
111 -15.57790870 -146.41003815
111 -15.57786179 -146.41009332
111 -15.57781471 -146.41014874
111 -15.57777793 -146.41019035
113 -15.57775922 -146.41034630
110 2 0.00 133.0000 New Taxiway 1
111 -15.57284832 -146.41580902
111 -15.57270727 -146.41582154
111 -15.57267360 -146.41585721
111 -15.57261621 -146.41591994
111 -15.57256696 -146.41597079
111 -15.57260821 -146.41601278
113 -15.57263971 -146.41604441
130 Airport Boundary 15
111 -15.57845939 -146.41040587
111 -15.57788814 -146.40986858
111 -15.57360421 -146.41478024
111 -15.57318123 -146.41440142
111 -15.57320611 -146.41397954
111 -15.57274166 -146.41365238
111 -15.57252603 -146.41391067
111 -15.57265043 -146.41403120
111 -15.57248456 -146.41422922
111 -15.57335540 -146.41503853
111 -15.57245138 -146.41597697
113 -15.57294971 -146.41646869
1300 -15.57301250 -146.41418763 -84.25 gate turboprops|props Sud 1
1301 B general_aviation 
1300 -15.57279511 -146.41422025 221.19 gate props Nord 1
1301 A general_aviation 
19 -15.57443801 -146.41471132 0 New Windsock 21
99
