I
1130 Generated by WorldEditor 2.1.0r1

1      4 0 0 PKMJ Marshall Islands Intl
1302 city Majuro Atoll
1302 country Marshall Islands
1302 datum_lat 7.064972222
1302 datum_lon 171.272027778
1302 faa_code 
1302 iata_code MAJ
1302 icao_code PKMJ
1302 region_code PK
1302 state Majuro
1302 transition_alt 18000
1302 transition_level 18000
100 45.72 1 1 0.25 0 2 0 07  07.06234324  171.26143618    0   56 3 0 0 1 25  07.06755015  171.28270956    0   61 3 0 0 1
110 1 0.25 166.0000 Apron
111  07.06770771  171.28249188 102
111  07.06823522  171.28235964
111  07.06845832  171.28230371
112  07.06848212  171.28237197  07.06846011  171.28241909
111  07.06848212  171.28237197
111  07.06861851  171.28291158
111  07.06875124  171.28288297
111  07.06879334  171.28277597
111  07.06864688  171.28271325
111  07.06861759  171.28266713
111  07.06855076  171.28235084
111  07.06857708  171.28234370
111  07.06861424  171.28233361
111  07.06868647  171.28231401
111  07.06865047  171.28218261
111  07.06892083  171.28212075
111  07.06852710  171.28052358
111  07.06845108  171.28053729
111  07.06842036  171.28040398
111  07.06826972  171.28017552
111  07.06823121  171.28012701
111  07.06817377  171.27990525
111  07.06834949  171.27986609
112  07.06834949  171.27986609  07.06838566  171.27985776
111  07.06840798  171.27988112
111  07.06837646  171.27975186
111  07.06835363  171.27970150
112  07.06832062  171.27974585  07.06828445  171.27975523
111  07.06832062  171.27974585
111  07.06827660  171.27960032
111  07.06822125  171.27961628
111  07.06823809  171.27969042
111  07.06819372  171.27970186
111  07.06821058  171.27977219
111  07.06809229  171.27979714
111  07.06819082  171.28018640
111  07.06767836  171.28029781
111  07.06772899  171.28052267 102
111  07.06758401  171.28071078 102
111  07.06748544  171.28075359
112  07.06748544  171.28075359  07.06734775  171.28078713 102
113  07.06725084  171.28065730
111  07.06827282  171.28224587
111  07.06817978  171.28187310
111  07.06851206  171.28179720
113  07.06860510  171.28216997
111  07.06804687  171.28133515
111  07.06795605  171.28096907
111  07.06829719  171.28089318
113  07.06838358  171.28126372
110 1 0.25 166.0000 Pad
111  07.06451651  171.26945756
111  07.06457203  171.26968558
111  07.06502449  171.26953473
111  07.06512749  171.26950919
111  07.06514789  171.26959555
111  07.06518741  171.26960798
111  07.06550962  171.26951205
111  07.06542358  171.26917446
111  07.06507101  171.26928700
113  07.06497761  171.26932553
110 1 0.25 76.0000 Pad
111  07.06269483  171.26136887
111  07.06256393  171.26148048
111  07.06281925  171.26251424
113  07.06293447  171.26233275
110 2 0.25 76.0000 Pad
111  07.06571108  171.27014391
111  07.06564904  171.26989235
111  07.06547202  171.26994114
113  07.06553557  171.27018812
110 2 0.25 76.0000 Pad
111  07.06838358  171.28126372
111  07.06829719  171.28089318
111  07.06795605  171.28096907
113  07.06804687  171.28133515
110 2 0.25 76.0000 Pad
111  07.06860510  171.28216997
111  07.06851206  171.28179720
111  07.06817978  171.28187310
113  07.06827282  171.28224587
110 1 0.25 0.0000 asphalt_2D.pol
111  07.06857708  171.28234370
111  07.06864902  171.28263286
111  07.06875612  171.28261961
111  07.06876176  171.28249749
111  07.06865090  171.28247761
113  07.06861424  171.28233361
110 1 0.25 76.0000 asphalt_3D.pol
111  07.06481348  171.27023990
111  07.06483829  171.27033196
111  07.06520337  171.27025224
111  07.06731914  171.27882699
112  07.06749104  171.27906556  07.06762596  171.27916499
111  07.06749104  171.27906556
111  07.06823699  171.27955251
112  07.06823699  171.27955251  07.06832483  171.27960457
111  07.06835363  171.27970150
111  07.06837646  171.27975186
111  07.06840798  171.27988112
111  07.06922891  171.28324675
112  07.06916482  171.28367365  07.06905205  171.28382179
111  07.06916482  171.28367365
111  07.06883322  171.28407777
112  07.06864187  171.28458432  07.06864836  171.28485558
111  07.06864187  171.28458432
111  07.06860619  171.28565336
111  07.06870674  171.28564356
111  07.06872944  171.28457815
112  07.06872944  171.28457815  07.06872944  171.28439187
111  07.06890133  171.28416964
111  07.06923539  171.28376112
112  07.06931647  171.28329378  07.06926210  171.28307665
111  07.06931647  171.28329378
111  07.06843754  171.27973225
112  07.06843754  171.27973225  07.06839123  171.27956383
111  07.06825268  171.27948478
111  07.06755537  171.27902634
112  07.06755537  171.27902634  07.06742044  171.27892691
111  07.06739365  171.27880422
111  07.06566622  171.27170118
112  07.06573757  171.27107043  07.06588953  171.27069410
111  07.06573757  171.27107043
111  07.06594331  171.27074093
112  07.06611359  171.26984544  07.06602925  171.26927100
111  07.06611359  171.26984544
111  07.06591708  171.26901182
112  07.06591708  171.26901182  07.06571483  171.26855512
111  07.06541843  171.26840314
111  07.06522708  171.26828549
112  07.06465951  171.26765148  07.06450847  171.26720911
111  07.06465951  171.26765148
111  07.06313929  171.26140504
112  07.06313929  171.26140504  07.06306423  171.26114862
111  07.06291660  171.26103425
111  07.06224376  171.26044220
112  07.06224376  171.26044220  07.06215072  171.26039309
111  07.06207158  171.26023928
111  07.06153831  171.25847160
111  07.06146329  171.25847985
111  07.06200473  171.26026876
112  07.06219792  171.26049139  07.06231976  171.26056728
111  07.06219792  171.26049139
111  07.06287270  171.26108641
112  07.06287270  171.26108641  07.06298987  171.26118418
111  07.06308171  171.26142087
111  07.06497761  171.26932553
111  07.06507101  171.26928700
111  07.06474895  171.26798412
112  07.06518954  171.26834923  07.06550076  171.26852448
111  07.06518954  171.26834923
111  07.06540198  171.26848185
112  07.06583993  171.26899037  07.06597888  171.26929070
111  07.06583993  171.26899037
111  07.06584960  171.26903025
111  07.06564630  171.26909062
111  07.06572754  171.26941967
111  07.06593227  171.26937114
111  07.06595683  171.26947239
112  07.06595683  171.26947239  07.06597314  171.26953498
111  07.06590412  171.26954338
111  07.06589314  171.26950095
111  07.06556910  171.26957842
111  07.06561098  171.26974345
111  07.06592975  171.26967066
111  07.06591805  171.26961689
112  07.06600154  171.26964087  07.06601396  171.26969016
111  07.06600154  171.26964087
111  07.06603998  171.26981058
112  07.06600115  171.26986252  07.06596078  171.26987504
111  07.06593159  171.26985145
111  07.06589053  171.26969202
111  07.06560177  171.26975759
111  07.06557553  171.26965837
111  07.06532561  171.26972232
111  07.06537533  171.26993077
112  07.06537533  171.26993077  07.06540413  171.27008703
111  07.06527250  171.27012310
111  07.06514789  171.26959555
111  07.06512749  171.26950919
111  07.06502449  171.26953473
113  07.06517387  171.27014772
111  07.06570060  171.27084704
112  07.06570060  171.27084704  07.06582043  171.27079505
111  07.06578478  171.27064615
111  07.06575694  171.27052734
112  07.06575694  171.27052734  07.06573068  171.27045174
111  07.06580693  171.27041177
111  07.06601294  171.27034927
111  07.06603288  171.27024213
111  07.06596540  171.26995791
112  07.06600630  171.26991400  07.06604608  171.26990255
111  07.06605964  171.26992992
112  07.06588003  171.27070418  07.06561420  171.27104306
111  07.06588003  171.27070418
111  07.06571102  171.27099716
112  07.06571102  171.27099716  07.06561449  171.27111623
111  07.06558392  171.27100173
111  07.06557333  171.27094334
112  07.06557333  171.27094334  07.06555669  171.27087626
113  07.06563083  171.27086757
112  07.06564299  171.27079034  07.06555675  171.27081168
111  07.06552346  171.27074460
111  07.06548261  171.27058452
112  07.06556280  171.27048237  07.06565207  171.27045798
111  07.06567930  171.27053573
113  07.06571713  171.27067599
111  07.06571108  171.27014391
111  07.06553557  171.27018812
111  07.06547202  171.26994114
113  07.06564904  171.26989235
130 Airport Boundary
111  07.06828560  171.27959487
